date,eth
2021-04-30T12:38:59+00:00,0.16000000000000000000
2021-05-01T00:15:48+00:00,0.13000000000000000000
2021-05-01T00:50:09+00:00,0.11333333333333333333
2021-05-01T00:51:32+00:00,0.10500000000000000000
2021-05-01T00:51:32+00:00,0.10000000000000000000
2021-05-01T01:07:13+00:00,0.09666666666666666667
2021-05-01T02:17:29+00:00,0.11142857142857142857
2021-05-01T02:17:29+00:00,0.11000000000000000000
2021-05-01T02:17:39+00:00,0.10888888888888888889
2021-05-01T02:24:21+00:00,0.11000000000000000000
2021-05-01T02:35:37+00:00,0.11090909090909090909
2021-05-01T02:42:09+00:00,0.11166666666666666667
2021-05-01T02:45:16+00:00,0.11153846153846153846
2021-05-01T02:47:01+00:00,0.11071428571428571429
2021-05-01T03:08:08+00:00,0.11000000000000000000
2021-05-01T03:24:21+00:00,0.10812500000000000000
2021-05-01T03:28:31+00:00,0.10647058823529411765
2021-05-01T03:31:08+00:00,0.10777777777777777778
2021-05-01T03:31:08+00:00,0.10842105263157894737
2021-05-01T03:38:14+00:00,0.10700000000000000000
2021-05-01T03:43:55+00:00,0.10904761904761904762
2021-05-01T03:44:57+00:00,0.10954545454545454545
2021-05-01T03:50:22+00:00,0.10652173913043478261
2021-05-01T04:06:28+00:00,0.10708333333333333333
2021-05-01T04:08:40+00:00,0.10640000000000000000
2021-05-01T04:09:18+00:00,0.10384615384615384615
2021-05-01T04:10:39+00:00,0.10370370370370370370
2021-05-01T04:15:29+00:00,0.10392857142857142857
2021-05-01T04:24:08+00:00,0.10293103448275862069
2021-05-01T04:25:49+00:00,0.10250000000000000000
2021-05-01T04:28:55+00:00,0.10370967741935483871
2021-05-01T04:40:17+00:00,0.10546875000000000000
2021-05-01T04:42:14+00:00,0.10681818181818181818
2021-05-01T04:59:19+00:00,0.10720588235294117647
2021-05-01T04:59:36+00:00,0.10642857142857142857
2021-05-01T05:00:08+00:00,0.11272222222222222222
2021-05-01T05:00:47+00:00,0.12318918918918918919
2021-05-01T05:06:13+00:00,0.12257894736842105263
2021-05-01T05:08:12+00:00,0.12187179487179487179
2021-05-01T05:10:33+00:00,0.12232500000000000000
2021-05-01T05:18:57+00:00,0.12275609756097560976
2021-05-01T05:47:03+00:00,0.12176190476190476190
2021-05-01T06:01:47+00:00,0.12265116279069767442
2021-05-01T06:01:51+00:00,0.12554545454545454545
2021-05-01T06:02:51+00:00,0.12586666666666666667
2021-05-01T06:05:08+00:00,0.13115217391304347826
2021-05-01T06:12:53+00:00,0.13006382978723404255
2021-05-01T06:32:01+00:00,0.13110416666666666667
2021-05-01T06:33:49+00:00,0.13067346938775510204
2021-05-01T06:34:01+00:00,0.12926000000000000000
2021-05-01T06:35:28+00:00,0.12829411764705882353
2021-05-01T06:40:50+00:00,0.12717307692307692308
2021-05-01T06:42:59+00:00,0.12628301886792452830
2021-05-01T06:46:52+00:00,0.12533333333333333333
2021-05-01T06:49:14+00:00,0.12414545454545454545
2021-05-01T06:53:51+00:00,0.12300000000000000000
2021-05-01T06:59:31+00:00,0.12189473684210526316
2021-05-01T07:00:08+00:00,0.12136379310344827586
2021-05-01T07:03:44+00:00,0.12049322033898305085
2021-05-01T07:04:40+00:00,0.11965166666666666667
2021-05-01T07:05:03+00:00,0.11924754098360655738
2021-05-01T07:06:22+00:00,0.11845322580645161290
2021-05-01T07:09:43+00:00,0.11911269841269841270
2021-05-01T07:09:43+00:00,0.11912656250000000000
2021-05-01T07:10:01+00:00,0.11821692307692307692
2021-05-01T07:12:15+00:00,0.11794090909090909091
2021-05-01T07:12:15+00:00,0.11737462686567164179
2021-05-01T07:12:15+00:00,0.11858970588235294118
2021-05-01T07:12:39+00:00,0.11918985507246376812
2021-05-01T07:15:14+00:00,0.11848714285714285714
2021-05-01T07:15:14+00:00,0.11766338028169014085
2021-05-01T07:15:41+00:00,0.12061250000000000000
2021-05-01T07:15:42+00:00,0.12060410958904109589
2021-05-01T07:15:42+00:00,0.12122567567567567568
2021-05-01T07:15:42+00:00,0.12094266666666666667
2021-05-01T07:16:35+00:00,0.12119342105263157895
2021-05-01T07:17:54+00:00,0.12039870129870129870
2021-05-01T07:18:04+00:00,0.11968846153846153846
2021-05-01T07:18:15+00:00,0.11937594936708860759
2021-05-01T07:19:46+00:00,0.11875875000000000000
2021-05-01T07:20:08+00:00,0.11803333333333333333
2021-05-01T07:21:44+00:00,0.11805731707317073171
2021-05-01T07:22:20+00:00,0.11797228915662650602
2021-05-01T07:23:04+00:00,0.11762738095238095238
2021-05-01T07:23:46+00:00,0.11731529411764705882
2021-05-01T07:24:13+00:00,0.11746279069767441860
2021-05-01T07:26:11+00:00,0.11749195402298850575
2021-05-01T07:27:29+00:00,0.12013409090909090909
2021-05-01T07:28:30+00:00,0.12035730337078651685
2021-05-01T07:28:45+00:00,0.12013111111111111111
2021-05-01T07:30:18+00:00,0.11963516483516483516
2021-05-01T07:30:57+00:00,0.11932500000000000000
2021-05-01T07:32:49+00:00,0.11897741935483870968
2021-05-01T07:32:54+00:00,0.11845638297872340426
2021-05-01T07:34:51+00:00,0.11820947368421052632
2021-05-01T07:35:20+00:00,0.11801979166666666667
2021-05-01T07:35:41+00:00,0.11762783505154639175
2021-05-01T07:37:42+00:00,0.11729489795918367347
