date,project,users
2019-10-26T00:00:00+00:00,IDEX,239503
2019-10-27T00:00:00+00:00,IDEX,239541
2019-10-28T00:00:00+00:00,IDEX,239584
2019-10-29T00:00:00+00:00,IDEX,239624
2019-10-30T00:00:00+00:00,IDEX,239674
2019-10-31T00:00:00+00:00,IDEX,239709
2019-11-01T00:00:00+00:00,IDEX,239752
2019-11-02T00:00:00+00:00,IDEX,239785
2019-11-03T00:00:00+00:00,IDEX,239831
2019-11-04T00:00:00+00:00,IDEX,239861
2019-11-05T00:00:00+00:00,IDEX,239912
2019-11-06T00:00:00+00:00,IDEX,239942
2019-11-07T00:00:00+00:00,IDEX,239984
2019-11-08T00:00:00+00:00,IDEX,240020
2019-11-09T00:00:00+00:00,IDEX,240051
2019-11-10T00:00:00+00:00,IDEX,240083
2019-11-11T00:00:00+00:00,IDEX,240129
2019-11-12T00:00:00+00:00,IDEX,240171
2019-11-13T00:00:00+00:00,IDEX,240207
2019-11-14T00:00:00+00:00,IDEX,240245
2019-11-15T00:00:00+00:00,IDEX,240280
2019-11-16T00:00:00+00:00,IDEX,240321
2019-11-17T00:00:00+00:00,IDEX,240347
2019-11-18T00:00:00+00:00,IDEX,240383
2019-11-19T00:00:00+00:00,IDEX,240428
2019-11-20T00:00:00+00:00,IDEX,240484
2019-11-21T00:00:00+00:00,IDEX,240524
2019-11-22T00:00:00+00:00,IDEX,240579
2019-11-23T00:00:00+00:00,IDEX,240610
2019-11-24T00:00:00+00:00,IDEX,240650
2019-11-25T00:00:00+00:00,IDEX,240700
2019-11-26T00:00:00+00:00,IDEX,240739
2019-11-27T00:00:00+00:00,IDEX,240777
2019-11-28T00:00:00+00:00,IDEX,240829
2019-11-29T00:00:00+00:00,IDEX,240873
2019-11-30T00:00:00+00:00,IDEX,240917
2019-12-01T00:00:00+00:00,IDEX,240951
2019-12-02T00:00:00+00:00,IDEX,241029
2019-12-03T00:00:00+00:00,IDEX,241087
2019-12-04T00:00:00+00:00,IDEX,241124
2019-12-05T00:00:00+00:00,IDEX,241166
2019-12-06T00:00:00+00:00,IDEX,241196
2019-12-07T00:00:00+00:00,IDEX,241248
2019-12-08T00:00:00+00:00,IDEX,241295
2019-12-09T00:00:00+00:00,IDEX,241340
2019-12-10T00:00:00+00:00,IDEX,241383
2019-12-11T00:00:00+00:00,IDEX,241453
2019-12-12T00:00:00+00:00,IDEX,241514
2019-12-13T00:00:00+00:00,IDEX,241554
2019-12-14T00:00:00+00:00,IDEX,241591
2019-12-15T00:00:00+00:00,IDEX,241623
2019-12-16T00:00:00+00:00,IDEX,241661
2019-12-17T00:00:00+00:00,IDEX,241713
2019-12-18T00:00:00+00:00,IDEX,241752
2019-12-19T00:00:00+00:00,IDEX,241786
2019-12-20T00:00:00+00:00,IDEX,241831
2019-12-21T00:00:00+00:00,IDEX,241863
2019-12-22T00:00:00+00:00,IDEX,241898
2019-12-23T00:00:00+00:00,IDEX,241926
2019-12-24T00:00:00+00:00,IDEX,241947
2019-12-25T00:00:00+00:00,IDEX,241976
2019-12-26T00:00:00+00:00,IDEX,242011
2019-12-27T00:00:00+00:00,IDEX,242051
2019-12-28T00:00:00+00:00,IDEX,242091
2019-12-29T00:00:00+00:00,IDEX,242132
2019-12-30T00:00:00+00:00,IDEX,242170
2019-12-31T00:00:00+00:00,IDEX,242206
2020-01-01T00:00:00+00:00,IDEX,242234
2020-01-02T00:00:00+00:00,IDEX,242264
2020-01-03T00:00:00+00:00,IDEX,242296
2020-01-04T00:00:00+00:00,IDEX,242332
2020-01-05T00:00:00+00:00,IDEX,242371
2020-01-06T00:00:00+00:00,IDEX,242405
2020-01-07T00:00:00+00:00,IDEX,242446
2020-01-08T00:00:00+00:00,IDEX,242486
2020-01-09T00:00:00+00:00,IDEX,242526
2020-01-10T00:00:00+00:00,IDEX,242566
2020-01-11T00:00:00+00:00,IDEX,242587
2020-01-12T00:00:00+00:00,IDEX,242625
2020-01-13T00:00:00+00:00,IDEX,242662
2020-01-14T00:00:00+00:00,IDEX,242704
2020-01-15T00:00:00+00:00,IDEX,242747
2020-01-16T00:00:00+00:00,IDEX,242784
2020-01-17T00:00:00+00:00,IDEX,242818
2020-01-18T00:00:00+00:00,IDEX,242857
2020-01-19T00:00:00+00:00,IDEX,242883
2020-01-20T00:00:00+00:00,IDEX,242914
2020-01-21T00:00:00+00:00,IDEX,242946
2020-01-22T00:00:00+00:00,IDEX,242982
2020-01-23T00:00:00+00:00,IDEX,243010
2020-01-24T00:00:00+00:00,IDEX,243098
2020-01-25T00:00:00+00:00,IDEX,243138
2020-01-26T00:00:00+00:00,IDEX,243180
2020-01-27T00:00:00+00:00,IDEX,243251
2020-01-28T00:00:00+00:00,IDEX,243338
2020-01-29T00:00:00+00:00,IDEX,243409
2020-01-30T00:00:00+00:00,IDEX,243530
2020-01-31T00:00:00+00:00,IDEX,243627
2020-02-01T00:00:00+00:00,IDEX,243734
2020-02-02T00:00:00+00:00,IDEX,243811
2020-02-03T00:00:00+00:00,IDEX,243865
2020-02-04T00:00:00+00:00,IDEX,243938
2020-02-05T00:00:00+00:00,IDEX,243991
2020-02-06T00:00:00+00:00,IDEX,244072
2020-02-07T00:00:00+00:00,IDEX,244156
2020-02-08T00:00:00+00:00,IDEX,244215
2020-02-09T00:00:00+00:00,IDEX,244273
2020-02-10T00:00:00+00:00,IDEX,244349
2020-02-11T00:00:00+00:00,IDEX,244422
2020-02-12T00:00:00+00:00,IDEX,244508
2020-02-13T00:00:00+00:00,IDEX,244589
2020-02-14T00:00:00+00:00,IDEX,244744
2020-02-15T00:00:00+00:00,IDEX,244867
2020-02-16T00:00:00+00:00,IDEX,244998
2020-02-17T00:00:00+00:00,IDEX,245114
2020-02-18T00:00:00+00:00,IDEX,245229
2020-02-19T00:00:00+00:00,IDEX,245379
2020-02-20T00:00:00+00:00,IDEX,245472
2020-02-21T00:00:00+00:00,IDEX,245562
2020-02-22T00:00:00+00:00,IDEX,245625
2020-02-23T00:00:00+00:00,IDEX,245684
2020-02-24T00:00:00+00:00,IDEX,245758
2020-02-25T00:00:00+00:00,IDEX,245807
2020-02-26T00:00:00+00:00,IDEX,245884
2020-02-27T00:00:00+00:00,IDEX,245943
2020-02-28T00:00:00+00:00,IDEX,245995
2020-02-29T00:00:00+00:00,IDEX,246054
2020-03-01T00:00:00+00:00,IDEX,246097
2020-03-02T00:00:00+00:00,IDEX,246170
2020-03-03T00:00:00+00:00,IDEX,246245
2020-03-04T00:00:00+00:00,IDEX,246370
2020-03-05T00:00:00+00:00,IDEX,246446
2020-03-06T00:00:00+00:00,IDEX,246524
2020-03-07T00:00:00+00:00,IDEX,246611
2020-03-08T00:00:00+00:00,IDEX,246683
2020-03-09T00:00:00+00:00,IDEX,246747
2020-03-10T00:00:00+00:00,IDEX,246828
2020-03-11T00:00:00+00:00,IDEX,246867
2020-03-12T00:00:00+00:00,IDEX,246922
2020-03-13T00:00:00+00:00,IDEX,246992
2020-03-14T00:00:00+00:00,IDEX,247029
2020-03-15T00:00:00+00:00,IDEX,247058
2020-03-16T00:00:00+00:00,IDEX,247089
2020-03-17T00:00:00+00:00,IDEX,247117
2020-03-18T00:00:00+00:00,IDEX,247136
2020-03-19T00:00:00+00:00,IDEX,247168
2020-03-20T00:00:00+00:00,IDEX,247202
2020-03-21T00:00:00+00:00,IDEX,247220
2020-03-22T00:00:00+00:00,IDEX,247245
2020-03-23T00:00:00+00:00,IDEX,247264
2020-03-24T00:00:00+00:00,IDEX,247288
2020-03-25T00:00:00+00:00,IDEX,247315
2020-03-26T00:00:00+00:00,IDEX,247340
2020-03-27T00:00:00+00:00,IDEX,247362
2020-03-28T00:00:00+00:00,IDEX,247386
2020-03-29T00:00:00+00:00,IDEX,247418
2020-03-30T00:00:00+00:00,IDEX,247459
2020-03-31T00:00:00+00:00,IDEX,247492
2020-04-01T00:00:00+00:00,IDEX,247527
2020-04-02T00:00:00+00:00,IDEX,247568
2020-04-03T00:00:00+00:00,IDEX,247598
2020-04-04T00:00:00+00:00,IDEX,247623
2020-04-05T00:00:00+00:00,IDEX,247650
2020-04-06T00:00:00+00:00,IDEX,247684
2020-04-07T00:00:00+00:00,IDEX,247717
2020-04-08T00:00:00+00:00,IDEX,247778
2020-04-09T00:00:00+00:00,IDEX,247815
2020-04-10T00:00:00+00:00,IDEX,247841
2020-04-11T00:00:00+00:00,IDEX,247884
2020-04-12T00:00:00+00:00,IDEX,247919
2020-04-13T00:00:00+00:00,IDEX,247955
2020-04-14T00:00:00+00:00,IDEX,248021
2020-04-15T00:00:00+00:00,IDEX,248151
2020-04-16T00:00:00+00:00,IDEX,248221
2020-04-17T00:00:00+00:00,IDEX,248281
2020-04-18T00:00:00+00:00,IDEX,248362
2020-04-19T00:00:00+00:00,IDEX,248459
2020-04-20T00:00:00+00:00,IDEX,248530
2020-04-21T00:00:00+00:00,IDEX,248582
2020-04-22T00:00:00+00:00,IDEX,248646
2020-04-23T00:00:00+00:00,IDEX,248735
2020-04-24T00:00:00+00:00,IDEX,248829
2020-04-25T00:00:00+00:00,IDEX,248946
2020-04-26T00:00:00+00:00,IDEX,249079
2020-04-27T00:00:00+00:00,IDEX,249197
2020-04-28T00:00:00+00:00,IDEX,249312
2020-04-29T00:00:00+00:00,IDEX,249445
2020-04-30T00:00:00+00:00,IDEX,249537
2020-05-01T00:00:00+00:00,IDEX,249655
2020-05-02T00:00:00+00:00,IDEX,249773
2020-05-03T00:00:00+00:00,IDEX,249893
2020-05-04T00:00:00+00:00,IDEX,250005
2020-05-05T00:00:00+00:00,IDEX,250115
2020-05-06T00:00:00+00:00,IDEX,250237
2020-05-07T00:00:00+00:00,IDEX,250467
2020-05-08T00:00:00+00:00,IDEX,250637
2020-05-09T00:00:00+00:00,IDEX,250811
2020-05-10T00:00:00+00:00,IDEX,251003
2020-05-11T00:00:00+00:00,IDEX,251215
2020-05-12T00:00:00+00:00,IDEX,251441
2020-05-13T00:00:00+00:00,IDEX,251710
2020-05-14T00:00:00+00:00,IDEX,251955
2020-05-15T00:00:00+00:00,IDEX,252238
2020-05-16T00:00:00+00:00,IDEX,252586
2020-05-17T00:00:00+00:00,IDEX,252999
2020-05-18T00:00:00+00:00,IDEX,253230
2020-05-19T00:00:00+00:00,IDEX,253395
2020-05-20T00:00:00+00:00,IDEX,253572
2020-05-21T00:00:00+00:00,IDEX,253692
2020-05-22T00:00:00+00:00,IDEX,253811
2020-05-23T00:00:00+00:00,IDEX,253967
2020-05-24T00:00:00+00:00,IDEX,254102
2020-05-25T00:00:00+00:00,IDEX,254238
2020-05-26T00:00:00+00:00,IDEX,254389
2020-05-27T00:00:00+00:00,IDEX,254490
2020-05-28T00:00:00+00:00,IDEX,254625
2020-05-29T00:00:00+00:00,IDEX,254742
2020-05-30T00:00:00+00:00,IDEX,254851
2020-05-31T00:00:00+00:00,IDEX,254964
2020-06-01T00:00:00+00:00,IDEX,255082
2020-06-02T00:00:00+00:00,IDEX,255170
2020-06-03T00:00:00+00:00,IDEX,255254
2020-06-04T00:00:00+00:00,IDEX,255346
2020-06-05T00:00:00+00:00,IDEX,255426
2020-06-06T00:00:00+00:00,IDEX,255488
2020-06-07T00:00:00+00:00,IDEX,255604
2020-06-08T00:00:00+00:00,IDEX,255749
2020-06-09T00:00:00+00:00,IDEX,255839
2020-06-10T00:00:00+00:00,IDEX,255968
2020-06-11T00:00:00+00:00,IDEX,256119
2020-06-12T00:00:00+00:00,IDEX,256248
2020-06-13T00:00:00+00:00,IDEX,256353
2020-06-14T00:00:00+00:00,IDEX,256466
2020-06-15T00:00:00+00:00,IDEX,256557
2020-06-16T00:00:00+00:00,IDEX,256655
2020-06-17T00:00:00+00:00,IDEX,256782
2020-06-18T00:00:00+00:00,IDEX,256891
2020-06-19T00:00:00+00:00,IDEX,256974
2020-06-20T00:00:00+00:00,IDEX,257079
2020-06-21T00:00:00+00:00,IDEX,257191
2020-06-22T00:00:00+00:00,IDEX,257295
2020-06-23T00:00:00+00:00,IDEX,257379
2020-06-24T00:00:00+00:00,IDEX,257545
2020-06-25T00:00:00+00:00,IDEX,257673
2020-06-26T00:00:00+00:00,IDEX,257777
2020-06-27T00:00:00+00:00,IDEX,257881
2020-06-28T00:00:00+00:00,IDEX,258023
2020-06-29T00:00:00+00:00,IDEX,258177
2020-06-30T00:00:00+00:00,IDEX,258324
2020-07-01T00:00:00+00:00,IDEX,258500
2020-07-02T00:00:00+00:00,IDEX,258644
2020-07-03T00:00:00+00:00,IDEX,258762
2020-07-04T00:00:00+00:00,IDEX,258853
2020-07-05T00:00:00+00:00,IDEX,258952
2020-07-06T00:00:00+00:00,IDEX,259055
2020-07-07T00:00:00+00:00,IDEX,259138
2020-07-08T00:00:00+00:00,IDEX,259231
2020-07-09T00:00:00+00:00,IDEX,259317
2020-07-10T00:00:00+00:00,IDEX,259426
2020-07-11T00:00:00+00:00,IDEX,259492
2020-07-12T00:00:00+00:00,IDEX,259587
2020-07-13T00:00:00+00:00,IDEX,259799
2020-07-14T00:00:00+00:00,IDEX,259971
2020-07-15T00:00:00+00:00,IDEX,260088
2020-07-16T00:00:00+00:00,IDEX,260268
2020-07-17T00:00:00+00:00,IDEX,260481
2020-07-18T00:00:00+00:00,IDEX,260661
2020-07-19T00:00:00+00:00,IDEX,260859
2020-07-20T00:00:00+00:00,IDEX,261009
2020-07-21T00:00:00+00:00,IDEX,261158
2020-07-22T00:00:00+00:00,IDEX,261288
2020-07-23T00:00:00+00:00,IDEX,261389
2020-07-24T00:00:00+00:00,IDEX,261508
2020-07-25T00:00:00+00:00,IDEX,261640
2020-07-26T00:00:00+00:00,IDEX,261751
2020-07-27T00:00:00+00:00,IDEX,261915
2020-07-28T00:00:00+00:00,IDEX,262029
2020-07-29T00:00:00+00:00,IDEX,262106
2020-07-30T00:00:00+00:00,IDEX,262183
2020-07-31T00:00:00+00:00,IDEX,262269
2020-08-01T00:00:00+00:00,IDEX,262353
2020-08-02T00:00:00+00:00,IDEX,262443
2020-08-03T00:00:00+00:00,IDEX,262511
2020-08-04T00:00:00+00:00,IDEX,262596
2020-08-05T00:00:00+00:00,IDEX,262695
2020-08-06T00:00:00+00:00,IDEX,262795
2020-08-07T00:00:00+00:00,IDEX,262885
2020-08-08T00:00:00+00:00,IDEX,263019
2020-08-09T00:00:00+00:00,IDEX,263150
2020-08-10T00:00:00+00:00,IDEX,263277
2020-08-11T00:00:00+00:00,IDEX,263368
2020-08-12T00:00:00+00:00,IDEX,263441
2020-08-13T00:00:00+00:00,IDEX,263512
2020-08-14T00:00:00+00:00,IDEX,263613
2020-08-15T00:00:00+00:00,IDEX,263695
2020-08-16T00:00:00+00:00,IDEX,263804
2020-08-17T00:00:00+00:00,IDEX,263932
2020-08-18T00:00:00+00:00,IDEX,264021
2020-08-19T00:00:00+00:00,IDEX,264112
2020-08-20T00:00:00+00:00,IDEX,264187
2020-08-21T00:00:00+00:00,IDEX,264242
2020-08-22T00:00:00+00:00,IDEX,264344
2020-08-23T00:00:00+00:00,IDEX,264425
2020-08-24T00:00:00+00:00,IDEX,264511
2020-08-25T00:00:00+00:00,IDEX,264599
2020-08-26T00:00:00+00:00,IDEX,264700
2020-08-27T00:00:00+00:00,IDEX,264761
2020-08-28T00:00:00+00:00,IDEX,264825
2020-08-29T00:00:00+00:00,IDEX,264894
2020-08-30T00:00:00+00:00,IDEX,264952
2020-08-31T00:00:00+00:00,IDEX,265018
2020-09-01T00:00:00+00:00,IDEX,265055
2020-09-02T00:00:00+00:00,IDEX,265074
2020-09-03T00:00:00+00:00,IDEX,265091
2020-09-04T00:00:00+00:00,IDEX,265116
2020-09-05T00:00:00+00:00,IDEX,265135
2020-09-06T00:00:00+00:00,IDEX,265149
2020-09-07T00:00:00+00:00,IDEX,265165
2020-09-08T00:00:00+00:00,IDEX,265180
2020-09-09T00:00:00+00:00,IDEX,265195
2020-09-10T00:00:00+00:00,IDEX,265219
2020-09-11T00:00:00+00:00,IDEX,265239
2020-09-12T00:00:00+00:00,IDEX,265253
2020-09-13T00:00:00+00:00,IDEX,265266
2020-09-14T00:00:00+00:00,IDEX,265281
2020-09-15T00:00:00+00:00,IDEX,265301
2020-09-16T00:00:00+00:00,IDEX,265314
2020-09-17T00:00:00+00:00,IDEX,265324
2020-09-18T00:00:00+00:00,IDEX,265344
2020-09-19T00:00:00+00:00,IDEX,265355
2020-09-20T00:00:00+00:00,IDEX,265369
2020-09-21T00:00:00+00:00,IDEX,265384
2020-09-22T00:00:00+00:00,IDEX,265394
2020-09-23T00:00:00+00:00,IDEX,265400
2020-09-24T00:00:00+00:00,IDEX,265416
2020-09-25T00:00:00+00:00,IDEX,265427
2020-09-26T00:00:00+00:00,IDEX,265438
2020-09-27T00:00:00+00:00,IDEX,265457
2020-09-28T00:00:00+00:00,IDEX,265469
2020-09-29T00:00:00+00:00,IDEX,265487
2020-09-30T00:00:00+00:00,IDEX,265508
2020-10-01T00:00:00+00:00,IDEX,265519
2020-10-02T00:00:00+00:00,IDEX,265531
2020-10-03T00:00:00+00:00,IDEX,265542
2020-10-04T00:00:00+00:00,IDEX,265558
2020-10-05T00:00:00+00:00,IDEX,265571
2020-10-06T00:00:00+00:00,IDEX,265583
2020-10-07T00:00:00+00:00,IDEX,265600
2020-10-08T00:00:00+00:00,IDEX,265618
2020-10-09T00:00:00+00:00,IDEX,265640
2020-10-10T00:00:00+00:00,IDEX,265658
2020-10-11T00:00:00+00:00,IDEX,265668
2020-10-12T00:00:00+00:00,IDEX,265676
2020-10-13T00:00:00+00:00,IDEX,265690
2020-10-14T00:00:00+00:00,IDEX,265713
2020-10-15T00:00:00+00:00,IDEX,265729
2020-10-16T00:00:00+00:00,IDEX,265738
2020-10-17T00:00:00+00:00,IDEX,265750
2020-10-18T00:00:00+00:00,IDEX,265758
2020-10-19T00:00:00+00:00,IDEX,265774
2020-10-20T00:00:00+00:00,IDEX,265775
2019-01-06T00:00:00+00:00,Kyber,118
2019-01-07T00:00:00+00:00,Kyber,265
2019-01-08T00:00:00+00:00,Kyber,382
2019-01-09T00:00:00+00:00,Kyber,503
2019-01-10T00:00:00+00:00,Kyber,632
2019-01-11T00:00:00+00:00,Kyber,724
2019-01-12T00:00:00+00:00,Kyber,784
2019-01-13T00:00:00+00:00,Kyber,838
2019-01-14T00:00:00+00:00,Kyber,903
2019-01-15T00:00:00+00:00,Kyber,980
2019-01-16T00:00:00+00:00,Kyber,1095
2019-01-17T00:00:00+00:00,Kyber,1181
2019-01-18T00:00:00+00:00,Kyber,1269
2019-01-19T00:00:00+00:00,Kyber,1346
2019-01-20T00:00:00+00:00,Kyber,1398
2019-01-21T00:00:00+00:00,Kyber,1470
2019-01-22T00:00:00+00:00,Kyber,1545
2019-01-23T00:00:00+00:00,Kyber,1609
2019-01-24T00:00:00+00:00,Kyber,1662
2019-01-25T00:00:00+00:00,Kyber,1708
2019-01-26T00:00:00+00:00,Kyber,1774
2019-01-27T00:00:00+00:00,Kyber,1816
2019-01-28T00:00:00+00:00,Kyber,1892
2019-01-29T00:00:00+00:00,Kyber,1963
2019-01-30T00:00:00+00:00,Kyber,2087
2019-01-31T00:00:00+00:00,Kyber,2245
2019-02-01T00:00:00+00:00,Kyber,2345
2019-02-02T00:00:00+00:00,Kyber,2633
2019-02-03T00:00:00+00:00,Kyber,2773
2019-02-04T00:00:00+00:00,Kyber,2860
2019-02-05T00:00:00+00:00,Kyber,2933
2019-02-06T00:00:00+00:00,Kyber,3033
2019-02-07T00:00:00+00:00,Kyber,3111
2019-02-08T00:00:00+00:00,Kyber,3193
2019-02-09T00:00:00+00:00,Kyber,3257
2019-02-10T00:00:00+00:00,Kyber,3333
2019-02-11T00:00:00+00:00,Kyber,3437
2019-02-12T00:00:00+00:00,Kyber,3559
2019-02-13T00:00:00+00:00,Kyber,3666
2019-02-14T00:00:00+00:00,Kyber,3761
2019-02-15T00:00:00+00:00,Kyber,3830
2019-02-16T00:00:00+00:00,Kyber,3920
2019-02-17T00:00:00+00:00,Kyber,3989
2019-02-18T00:00:00+00:00,Kyber,4122
2019-02-19T00:00:00+00:00,Kyber,4236
2019-02-20T00:00:00+00:00,Kyber,4343
2019-02-21T00:00:00+00:00,Kyber,4441
2019-02-22T00:00:00+00:00,Kyber,4540
2019-02-23T00:00:00+00:00,Kyber,4636
2019-02-24T00:00:00+00:00,Kyber,4750
2019-02-25T00:00:00+00:00,Kyber,4890
2019-02-26T00:00:00+00:00,Kyber,5082
2019-02-27T00:00:00+00:00,Kyber,5185
2019-02-28T00:00:00+00:00,Kyber,5367
2019-03-01T00:00:00+00:00,Kyber,5561
2019-03-02T00:00:00+00:00,Kyber,5693
2019-03-03T00:00:00+00:00,Kyber,5814
2019-03-04T00:00:00+00:00,Kyber,5931
2019-03-05T00:00:00+00:00,Kyber,6054
2019-03-06T00:00:00+00:00,Kyber,6161
2019-03-07T00:00:00+00:00,Kyber,6285
2019-03-08T00:00:00+00:00,Kyber,6466
2019-03-09T00:00:00+00:00,Kyber,6695
2019-03-10T00:00:00+00:00,Kyber,6828
2019-03-11T00:00:00+00:00,Kyber,6948
2019-03-12T00:00:00+00:00,Kyber,7039
2019-03-13T00:00:00+00:00,Kyber,7151
2019-03-14T00:00:00+00:00,Kyber,7244
2019-03-15T00:00:00+00:00,Kyber,7335
2019-03-16T00:00:00+00:00,Kyber,7445
2019-03-17T00:00:00+00:00,Kyber,7530
2019-03-18T00:00:00+00:00,Kyber,7641
2019-03-19T00:00:00+00:00,Kyber,7777
2019-03-20T00:00:00+00:00,Kyber,7967
2019-03-21T00:00:00+00:00,Kyber,8099
2019-03-22T00:00:00+00:00,Kyber,8191
2019-03-23T00:00:00+00:00,Kyber,8302
2019-03-24T00:00:00+00:00,Kyber,8451
2019-03-25T00:00:00+00:00,Kyber,8601
2019-03-26T00:00:00+00:00,Kyber,8782
2019-03-27T00:00:00+00:00,Kyber,8972
2019-03-28T00:00:00+00:00,Kyber,9091
2019-03-29T00:00:00+00:00,Kyber,9185
2019-03-30T00:00:00+00:00,Kyber,9292
2019-03-31T00:00:00+00:00,Kyber,9386
2019-04-01T00:00:00+00:00,Kyber,9464
2019-04-02T00:00:00+00:00,Kyber,9573
2019-04-03T00:00:00+00:00,Kyber,9728
2019-04-04T00:00:00+00:00,Kyber,9850
2019-04-05T00:00:00+00:00,Kyber,9938
2019-04-06T00:00:00+00:00,Kyber,10032
2019-04-07T00:00:00+00:00,Kyber,10141
2019-04-08T00:00:00+00:00,Kyber,10267
2019-04-09T00:00:00+00:00,Kyber,10372
2019-04-10T00:00:00+00:00,Kyber,10484
2019-04-11T00:00:00+00:00,Kyber,10589
2019-04-12T00:00:00+00:00,Kyber,10721
2019-04-13T00:00:00+00:00,Kyber,10866
2019-04-14T00:00:00+00:00,Kyber,10968
2019-04-15T00:00:00+00:00,Kyber,11081
2019-04-16T00:00:00+00:00,Kyber,11168
2019-04-17T00:00:00+00:00,Kyber,11275
2019-04-18T00:00:00+00:00,Kyber,11376
2019-04-19T00:00:00+00:00,Kyber,11459
2019-04-20T00:00:00+00:00,Kyber,11539
2019-04-21T00:00:00+00:00,Kyber,11623
2019-04-22T00:00:00+00:00,Kyber,11695
2019-04-23T00:00:00+00:00,Kyber,11775
2019-04-24T00:00:00+00:00,Kyber,11849
2019-04-25T00:00:00+00:00,Kyber,11945
2019-04-26T00:00:00+00:00,Kyber,12037
2019-04-27T00:00:00+00:00,Kyber,12103
2019-04-28T00:00:00+00:00,Kyber,12168
2019-04-29T00:00:00+00:00,Kyber,12237
2019-04-30T00:00:00+00:00,Kyber,12311
2019-05-01T00:00:00+00:00,Kyber,12386
2019-05-02T00:00:00+00:00,Kyber,12434
2019-05-03T00:00:00+00:00,Kyber,12506
2019-05-04T00:00:00+00:00,Kyber,12548
2019-05-05T00:00:00+00:00,Kyber,12592
2019-05-06T00:00:00+00:00,Kyber,12644
2019-05-07T00:00:00+00:00,Kyber,12702
2019-05-08T00:00:00+00:00,Kyber,12761
2019-05-09T00:00:00+00:00,Kyber,12854
2019-05-10T00:00:00+00:00,Kyber,12918
2019-05-11T00:00:00+00:00,Kyber,12992
2019-05-12T00:00:00+00:00,Kyber,13073
2019-05-13T00:00:00+00:00,Kyber,13169
2019-05-14T00:00:00+00:00,Kyber,13273
2019-05-15T00:00:00+00:00,Kyber,13377
2019-05-16T00:00:00+00:00,Kyber,13461
2019-05-17T00:00:00+00:00,Kyber,13531
2019-05-18T00:00:00+00:00,Kyber,13591
2019-05-19T00:00:00+00:00,Kyber,13676
2019-05-20T00:00:00+00:00,Kyber,13736
2019-05-21T00:00:00+00:00,Kyber,13835
2019-05-22T00:00:00+00:00,Kyber,13943
2019-05-23T00:00:00+00:00,Kyber,14023
2019-05-24T00:00:00+00:00,Kyber,14122
2019-05-25T00:00:00+00:00,Kyber,14197
2019-05-26T00:00:00+00:00,Kyber,14282
2019-05-27T00:00:00+00:00,Kyber,14372
2019-05-28T00:00:00+00:00,Kyber,14456
2019-05-29T00:00:00+00:00,Kyber,14548
2019-05-30T00:00:00+00:00,Kyber,14626
2019-05-31T00:00:00+00:00,Kyber,14714
2019-06-01T00:00:00+00:00,Kyber,14765
2019-06-02T00:00:00+00:00,Kyber,14846
2019-06-03T00:00:00+00:00,Kyber,14905
2019-06-04T00:00:00+00:00,Kyber,14984
2019-06-05T00:00:00+00:00,Kyber,15030
2019-06-06T00:00:00+00:00,Kyber,15093
2019-06-07T00:00:00+00:00,Kyber,15165
2019-06-08T00:00:00+00:00,Kyber,15225
2019-06-09T00:00:00+00:00,Kyber,15285
2019-06-10T00:00:00+00:00,Kyber,15346
2019-06-11T00:00:00+00:00,Kyber,15421
2019-06-12T00:00:00+00:00,Kyber,15507
2019-06-13T00:00:00+00:00,Kyber,15603
2019-06-14T00:00:00+00:00,Kyber,15691
2019-06-15T00:00:00+00:00,Kyber,15750
2019-06-16T00:00:00+00:00,Kyber,15833
2019-06-17T00:00:00+00:00,Kyber,15903
2019-06-18T00:00:00+00:00,Kyber,15977
2019-06-19T00:00:00+00:00,Kyber,16052
2019-06-20T00:00:00+00:00,Kyber,16114
2019-06-21T00:00:00+00:00,Kyber,16204
2019-06-22T00:00:00+00:00,Kyber,16312
2019-06-23T00:00:00+00:00,Kyber,16374
2019-06-24T00:00:00+00:00,Kyber,16474
2019-06-25T00:00:00+00:00,Kyber,16577
2019-06-26T00:00:00+00:00,Kyber,16732
2019-06-27T00:00:00+00:00,Kyber,16845
2019-06-28T00:00:00+00:00,Kyber,16933
2019-06-29T00:00:00+00:00,Kyber,17051
2019-06-30T00:00:00+00:00,Kyber,17114
2019-07-01T00:00:00+00:00,Kyber,17195
2019-07-02T00:00:00+00:00,Kyber,17267
2019-07-03T00:00:00+00:00,Kyber,17349
2019-07-04T00:00:00+00:00,Kyber,17434
2019-07-05T00:00:00+00:00,Kyber,17507
2019-07-06T00:00:00+00:00,Kyber,17559
2019-07-07T00:00:00+00:00,Kyber,17627
2019-07-08T00:00:00+00:00,Kyber,17729
2019-07-09T00:00:00+00:00,Kyber,17876
2019-07-10T00:00:00+00:00,Kyber,17962
2019-07-11T00:00:00+00:00,Kyber,18060
2019-07-12T00:00:00+00:00,Kyber,18147
2019-07-13T00:00:00+00:00,Kyber,18216
2019-07-14T00:00:00+00:00,Kyber,18292
2019-07-15T00:00:00+00:00,Kyber,18384
2019-07-16T00:00:00+00:00,Kyber,18456
2019-07-17T00:00:00+00:00,Kyber,18543
2019-07-18T00:00:00+00:00,Kyber,18643
2019-07-19T00:00:00+00:00,Kyber,18696
2019-07-20T00:00:00+00:00,Kyber,18778
2019-07-21T00:00:00+00:00,Kyber,18862
2019-07-22T00:00:00+00:00,Kyber,18921
2019-07-23T00:00:00+00:00,Kyber,18992
