date,project,users
2020-09-06T00:00:00+00:00,Balancer,22692
2020-09-07T00:00:00+00:00,Balancer,22991
2020-09-08T00:00:00+00:00,Balancer,23305
2020-09-09T00:00:00+00:00,Balancer,23771
2020-09-10T00:00:00+00:00,Balancer,24304
2020-09-11T00:00:00+00:00,Balancer,24809
2020-09-12T00:00:00+00:00,Balancer,25304
2020-09-13T00:00:00+00:00,Balancer,25613
2020-09-14T00:00:00+00:00,Balancer,26341
2020-09-15T00:00:00+00:00,Balancer,26811
2020-09-16T00:00:00+00:00,Balancer,27190
2020-09-17T00:00:00+00:00,Balancer,27401
2020-09-18T00:00:00+00:00,Balancer,27719
2020-09-19T00:00:00+00:00,Balancer,28103
2020-09-20T00:00:00+00:00,Balancer,29266
2020-09-21T00:00:00+00:00,Balancer,29614
2020-09-22T00:00:00+00:00,Balancer,29864
2020-09-23T00:00:00+00:00,Balancer,30026
2020-09-24T00:00:00+00:00,Balancer,30190
2020-09-25T00:00:00+00:00,Balancer,30432
2020-09-26T00:00:00+00:00,Balancer,30621
2020-09-27T00:00:00+00:00,Balancer,30792
2020-09-28T00:00:00+00:00,Balancer,31015
2020-09-29T00:00:00+00:00,Balancer,31205
2020-09-30T00:00:00+00:00,Balancer,31391
2020-10-01T00:00:00+00:00,Balancer,31682
2020-10-02T00:00:00+00:00,Balancer,31915
2020-10-03T00:00:00+00:00,Balancer,32488
2020-10-04T00:00:00+00:00,Balancer,32723
2020-10-05T00:00:00+00:00,Balancer,32894
2020-10-06T00:00:00+00:00,Balancer,33228
2020-10-07T00:00:00+00:00,Balancer,33614
2020-10-08T00:00:00+00:00,Balancer,33858
2020-10-09T00:00:00+00:00,Balancer,34056
2020-10-10T00:00:00+00:00,Balancer,34254
2020-10-11T00:00:00+00:00,Balancer,34451
2020-10-12T00:00:00+00:00,Balancer,34645
2020-10-13T00:00:00+00:00,Balancer,34953
2020-10-14T00:00:00+00:00,Balancer,35120
2020-10-15T00:00:00+00:00,Balancer,35292
2020-10-16T00:00:00+00:00,Balancer,35455
2020-10-17T00:00:00+00:00,Balancer,35656
2020-10-18T00:00:00+00:00,Balancer,35803
2020-10-19T00:00:00+00:00,Balancer,35941
2020-10-20T00:00:00+00:00,Balancer,36137
2020-10-21T00:00:00+00:00,Balancer,36293
2020-10-22T00:00:00+00:00,Balancer,36458
2020-10-23T00:00:00+00:00,Balancer,36586
2020-10-24T00:00:00+00:00,Balancer,36744
2020-10-25T00:00:00+00:00,Balancer,36915
2020-10-26T00:00:00+00:00,Balancer,37088
2020-10-27T00:00:00+00:00,Balancer,37269
2020-10-28T00:00:00+00:00,Balancer,37463
2020-10-29T00:00:00+00:00,Balancer,37662
2020-10-30T00:00:00+00:00,Balancer,37986
2020-10-31T00:00:00+00:00,Balancer,38154
2020-11-01T00:00:00+00:00,Balancer,38317
2020-11-02T00:00:00+00:00,Balancer,38536
2020-11-03T00:00:00+00:00,Balancer,38912
2020-11-04T00:00:00+00:00,Balancer,39241
2020-11-05T00:00:00+00:00,Balancer,39496
2020-11-06T00:00:00+00:00,Balancer,39791
2020-11-07T00:00:00+00:00,Balancer,40200
2020-11-08T00:00:00+00:00,Balancer,40411
2020-11-09T00:00:00+00:00,Balancer,40628
2020-11-10T00:00:00+00:00,Balancer,40800
2020-11-11T00:00:00+00:00,Balancer,40993
2020-11-12T00:00:00+00:00,Balancer,41161
2020-11-13T00:00:00+00:00,Balancer,41334
2020-11-14T00:00:00+00:00,Balancer,41548
2020-11-15T00:00:00+00:00,Balancer,41764
2020-11-16T00:00:00+00:00,Balancer,41924
2020-11-17T00:00:00+00:00,Balancer,42147
2020-11-18T00:00:00+00:00,Balancer,42398
2020-11-19T00:00:00+00:00,Balancer,42658
2020-11-20T00:00:00+00:00,Balancer,42929
2020-11-21T00:00:00+00:00,Balancer,43170
2020-11-22T00:00:00+00:00,Balancer,43425
2020-11-23T00:00:00+00:00,Balancer,43644
2020-11-24T00:00:00+00:00,Balancer,43820
2020-11-25T00:00:00+00:00,Balancer,43995
2020-11-26T00:00:00+00:00,Balancer,44150
2020-11-27T00:00:00+00:00,Balancer,44339
2020-11-28T00:00:00+00:00,Balancer,44530
2020-11-29T00:00:00+00:00,Balancer,44723
2020-11-30T00:00:00+00:00,Balancer,44955
2020-12-01T00:00:00+00:00,Balancer,45137
2020-12-02T00:00:00+00:00,Balancer,45463
2020-12-03T00:00:00+00:00,Balancer,45708
2020-12-04T00:00:00+00:00,Balancer,45979
2020-12-05T00:00:00+00:00,Balancer,46391
2020-12-06T00:00:00+00:00,Balancer,46710
2020-12-07T00:00:00+00:00,Balancer,47032
2020-12-08T00:00:00+00:00,Balancer,47275
2020-12-09T00:00:00+00:00,Balancer,47536
2020-12-10T00:00:00+00:00,Balancer,47868
2020-12-11T00:00:00+00:00,Balancer,48051
2020-12-12T00:00:00+00:00,Balancer,48287
2020-12-13T00:00:00+00:00,Balancer,48502
2020-12-14T00:00:00+00:00,Balancer,48730
2020-12-15T00:00:00+00:00,Balancer,48939
2020-12-16T00:00:00+00:00,Balancer,49182
2020-12-17T00:00:00+00:00,Balancer,49357
2020-12-18T00:00:00+00:00,Balancer,49607
2020-12-19T00:00:00+00:00,Balancer,49904
2020-12-20T00:00:00+00:00,Balancer,50242
2020-12-21T00:00:00+00:00,Balancer,50484
2020-12-22T00:00:00+00:00,Balancer,50763
2020-12-23T00:00:00+00:00,Balancer,51000
2020-12-24T00:00:00+00:00,Balancer,51309
2020-12-25T00:00:00+00:00,Balancer,51864
2020-12-26T00:00:00+00:00,Balancer,52495
2020-12-27T00:00:00+00:00,Balancer,53033
2020-12-28T00:00:00+00:00,Balancer,53529
2020-12-29T00:00:00+00:00,Balancer,53927
2020-12-30T00:00:00+00:00,Balancer,54212
2020-12-31T00:00:00+00:00,Balancer,54534
2021-01-01T00:00:00+00:00,Balancer,54976
2021-01-02T00:00:00+00:00,Balancer,55370
2021-01-03T00:00:00+00:00,Balancer,55683
2021-01-04T00:00:00+00:00,Balancer,55905
2021-01-05T00:00:00+00:00,Balancer,56195
2021-01-06T00:00:00+00:00,Balancer,56485
2021-01-07T00:00:00+00:00,Balancer,56760
2021-01-08T00:00:00+00:00,Balancer,57030
2021-01-09T00:00:00+00:00,Balancer,57334
2021-01-10T00:00:00+00:00,Balancer,57663
2021-01-11T00:00:00+00:00,Balancer,57844
2021-01-12T00:00:00+00:00,Balancer,58182
2021-01-13T00:00:00+00:00,Balancer,58651
2021-01-14T00:00:00+00:00,Balancer,59260
2021-01-15T00:00:00+00:00,Balancer,59529
2021-01-16T00:00:00+00:00,Balancer,59877
2021-01-17T00:00:00+00:00,Balancer,60259
2021-01-18T00:00:00+00:00,Balancer,60573
2021-01-19T00:00:00+00:00,Balancer,60852
2021-01-20T00:00:00+00:00,Balancer,61133
2021-01-21T00:00:00+00:00,Balancer,61324
2021-01-22T00:00:00+00:00,Balancer,61574
2021-01-23T00:00:00+00:00,Balancer,61910
2021-01-24T00:00:00+00:00,Balancer,62256
2021-01-25T00:00:00+00:00,Balancer,62576
2021-01-26T00:00:00+00:00,Balancer,62920
2021-01-27T00:00:00+00:00,Balancer,63239
2021-01-28T00:00:00+00:00,Balancer,63611
2021-01-29T00:00:00+00:00,Balancer,63896
2021-01-30T00:00:00+00:00,Balancer,64232
2021-01-31T00:00:00+00:00,Balancer,64541
2021-02-01T00:00:00+00:00,Balancer,64779
2021-02-02T00:00:00+00:00,Balancer,65023
2021-02-03T00:00:00+00:00,Balancer,65279
2021-02-04T00:00:00+00:00,Balancer,66022
2021-02-05T00:00:00+00:00,Balancer,66600
2021-02-06T00:00:00+00:00,Balancer,67341
2021-02-07T00:00:00+00:00,Balancer,67620
2021-02-08T00:00:00+00:00,Balancer,68131
2021-02-09T00:00:00+00:00,Balancer,69383
2021-02-10T00:00:00+00:00,Balancer,71439
2021-02-11T00:00:00+00:00,Balancer,73072
2021-02-12T00:00:00+00:00,Balancer,73475
2021-02-13T00:00:00+00:00,Balancer,73897
2021-02-14T00:00:00+00:00,Balancer,74337
2021-02-15T00:00:00+00:00,Balancer,74644
2021-02-16T00:00:00+00:00,Balancer,74968
2021-02-17T00:00:00+00:00,Balancer,75455
2021-02-18T00:00:00+00:00,Balancer,75876
2021-02-19T00:00:00+00:00,Balancer,76192
2021-02-20T00:00:00+00:00,Balancer,76521
2021-02-21T00:00:00+00:00,Balancer,76857
2021-02-22T00:00:00+00:00,Balancer,77126
2021-02-23T00:00:00+00:00,Balancer,77380
2021-02-24T00:00:00+00:00,Balancer,78576
2021-02-25T00:00:00+00:00,Balancer,79728
2021-02-26T00:00:00+00:00,Balancer,80706
2021-02-27T00:00:00+00:00,Balancer,82402
2021-02-28T00:00:00+00:00,Balancer,82770
2021-03-01T00:00:00+00:00,Balancer,83125
2021-03-02T00:00:00+00:00,Balancer,83483
2021-03-03T00:00:00+00:00,Balancer,84544
2021-03-04T00:00:00+00:00,Balancer,85560
2021-03-05T00:00:00+00:00,Balancer,86319
2021-03-06T00:00:00+00:00,Balancer,86674
2021-03-07T00:00:00+00:00,Balancer,86992
2021-03-08T00:00:00+00:00,Balancer,87290
2021-03-09T00:00:00+00:00,Balancer,87574
2021-03-10T00:00:00+00:00,Balancer,87812
2021-03-11T00:00:00+00:00,Balancer,88193
2021-03-12T00:00:00+00:00,Balancer,88721
2021-03-13T00:00:00+00:00,Balancer,89125
2021-03-14T00:00:00+00:00,Balancer,89935
2021-03-15T00:00:00+00:00,Balancer,90311
2021-03-16T00:00:00+00:00,Balancer,90746
2021-03-17T00:00:00+00:00,Balancer,91255
2021-03-18T00:00:00+00:00,Balancer,91538
2021-03-19T00:00:00+00:00,Balancer,91796
2021-03-20T00:00:00+00:00,Balancer,92123
2021-03-21T00:00:00+00:00,Balancer,92570
2021-03-22T00:00:00+00:00,Balancer,94758
2021-03-23T00:00:00+00:00,Balancer,96291
2021-03-24T00:00:00+00:00,Balancer,97926
2021-03-25T00:00:00+00:00,Balancer,98670
2021-03-26T00:00:00+00:00,Balancer,99453
2021-03-27T00:00:00+00:00,Balancer,100427
2021-03-28T00:00:00+00:00,Balancer,101879
2021-03-29T00:00:00+00:00,Balancer,102172
2021-03-30T00:00:00+00:00,Balancer,102843
2021-03-31T00:00:00+00:00,Balancer,103409
2021-04-01T00:00:00+00:00,Balancer,104385
2021-04-02T00:00:00+00:00,Balancer,105210
2021-04-03T00:00:00+00:00,Balancer,105455
2021-04-04T00:00:00+00:00,Balancer,105694
2021-04-05T00:00:00+00:00,Balancer,105929
2021-04-06T00:00:00+00:00,Balancer,106185
2021-04-07T00:00:00+00:00,Balancer,106435
2021-04-08T00:00:00+00:00,Balancer,106670
2021-04-09T00:00:00+00:00,Balancer,106887
2021-04-10T00:00:00+00:00,Balancer,107351
2021-04-11T00:00:00+00:00,Balancer,107675
2021-04-12T00:00:00+00:00,Balancer,107900
2021-04-13T00:00:00+00:00,Balancer,108255
2021-04-14T00:00:00+00:00,Balancer,108714
2021-04-15T00:00:00+00:00,Balancer,109322
2021-04-16T00:00:00+00:00,Balancer,109694
2021-04-17T00:00:00+00:00,Balancer,109894
2021-04-18T00:00:00+00:00,Balancer,110167
2021-04-19T00:00:00+00:00,Balancer,110358
2021-04-20T00:00:00+00:00,Balancer,110536
2021-04-21T00:00:00+00:00,Balancer,110813
2021-04-22T00:00:00+00:00,Balancer,111220
2021-04-23T00:00:00+00:00,Balancer,111533
2021-04-24T00:00:00+00:00,Balancer,111868
2021-04-25T00:00:00+00:00,Balancer,112250
2021-04-26T00:00:00+00:00,Balancer,112735
2021-04-27T00:00:00+00:00,Balancer,113191
2021-04-28T00:00:00+00:00,Balancer,114098
2021-04-29T00:00:00+00:00,Balancer,114676
2021-04-30T00:00:00+00:00,Balancer,115228
2021-05-01T00:00:00+00:00,Balancer,115911
2021-05-02T00:00:00+00:00,Balancer,116354
2021-05-03T00:00:00+00:00,Balancer,116793
2021-05-04T00:00:00+00:00,Balancer,117242
2021-05-05T00:00:00+00:00,Balancer,117678
2021-05-06T00:00:00+00:00,Balancer,118351
2021-05-07T00:00:00+00:00,Balancer,118886
2021-05-08T00:00:00+00:00,Balancer,119232
2021-05-09T00:00:00+00:00,Balancer,119486
2021-05-10T00:00:00+00:00,Balancer,119828
2021-05-11T00:00:00+00:00,Balancer,120306
2021-05-12T00:00:00+00:00,Balancer,120732
2021-05-13T00:00:00+00:00,Balancer,121150
2021-05-14T00:00:00+00:00,Balancer,121592
2021-05-15T00:00:00+00:00,Balancer,121832
2021-05-16T00:00:00+00:00,Balancer,122106
2021-05-17T00:00:00+00:00,Balancer,122480
2021-05-18T00:00:00+00:00,Balancer,122781
2021-05-19T00:00:00+00:00,Balancer,123116
2021-05-20T00:00:00+00:00,Balancer,123567
2021-05-21T00:00:00+00:00,Balancer,124157
2021-05-22T00:00:00+00:00,Balancer,124591
2021-05-23T00:00:00+00:00,Balancer,124948
2021-05-24T00:00:00+00:00,Balancer,125383
2021-05-25T00:00:00+00:00,Balancer,125714
2021-05-26T00:00:00+00:00,Balancer,126152
2021-05-27T00:00:00+00:00,Balancer,126517
2021-05-28T00:00:00+00:00,Balancer,126906
2021-05-29T00:00:00+00:00,Balancer,127308
2021-05-30T00:00:00+00:00,Balancer,127714
2021-05-31T00:00:00+00:00,Balancer,128096
2021-06-01T00:00:00+00:00,Balancer,128481
2021-06-02T00:00:00+00:00,Balancer,128775
2021-06-03T00:00:00+00:00,Balancer,129060
2021-06-04T00:00:00+00:00,Balancer,129385
2021-06-05T00:00:00+00:00,Balancer,129735
2021-06-06T00:00:00+00:00,Balancer,130144
2021-06-07T00:00:00+00:00,Balancer,130545
2021-06-08T00:00:00+00:00,Balancer,130993
2021-06-09T00:00:00+00:00,Balancer,131384
2021-06-10T00:00:00+00:00,Balancer,131845
2021-06-11T00:00:00+00:00,Balancer,132178
2021-06-12T00:00:00+00:00,Balancer,132445
2021-06-13T00:00:00+00:00,Balancer,132756
2021-06-14T00:00:00+00:00,Balancer,133003
2021-06-15T00:00:00+00:00,Balancer,133333
2021-06-16T00:00:00+00:00,Balancer,133717
2021-06-17T00:00:00+00:00,Balancer,134099
2021-06-18T00:00:00+00:00,Balancer,134489
2021-06-19T00:00:00+00:00,Balancer,134825
2021-06-20T00:00:00+00:00,Balancer,135241
2021-06-21T00:00:00+00:00,Balancer,135669
2021-06-22T00:00:00+00:00,Balancer,136087
2021-06-23T00:00:00+00:00,Balancer,136600
2021-06-24T00:00:00+00:00,Balancer,136963
2021-06-25T00:00:00+00:00,Balancer,137319
2021-06-26T00:00:00+00:00,Balancer,137700
2021-06-27T00:00:00+00:00,Balancer,138088
2021-06-28T00:00:00+00:00,Balancer,138578
2021-06-29T00:00:00+00:00,Balancer,139056
2021-06-30T00:00:00+00:00,Balancer,139475
2021-07-01T00:00:00+00:00,Balancer,139947
2021-07-02T00:00:00+00:00,Balancer,140406
2021-07-03T00:00:00+00:00,Balancer,140940
2021-07-04T00:00:00+00:00,Balancer,141548
2021-07-05T00:00:00+00:00,Balancer,142103
2021-07-06T00:00:00+00:00,Balancer,142540
2021-07-07T00:00:00+00:00,Balancer,142813
2021-07-08T00:00:00+00:00,Balancer,143139
2021-07-09T00:00:00+00:00,Balancer,143544
2021-07-10T00:00:00+00:00,Balancer,143944
2021-07-11T00:00:00+00:00,Balancer,144337
2021-07-12T00:00:00+00:00,Balancer,144625
2021-07-13T00:00:00+00:00,Balancer,144891
2021-07-14T00:00:00+00:00,Balancer,145202
2021-07-15T00:00:00+00:00,Balancer,145517
2021-07-16T00:00:00+00:00,Balancer,145889
2021-07-17T00:00:00+00:00,Balancer,146300
2021-07-18T00:00:00+00:00,Balancer,146670
2021-07-19T00:00:00+00:00,Balancer,147090
2021-07-20T00:00:00+00:00,Balancer,147380
2020-01-09T00:00:00+00:00,Bancor Network,108
2020-01-10T00:00:00+00:00,Bancor Network,240
2020-01-11T00:00:00+00:00,Bancor Network,317
2020-01-12T00:00:00+00:00,Bancor Network,390
2020-01-13T00:00:00+00:00,Bancor Network,447
2020-01-14T00:00:00+00:00,Bancor Network,562
2020-01-15T00:00:00+00:00,Bancor Network,648
2020-01-16T00:00:00+00:00,Bancor Network,732
2020-01-17T00:00:00+00:00,Bancor Network,784
2020-01-18T00:00:00+00:00,Bancor Network,820
2020-01-19T00:00:00+00:00,Bancor Network,870
2020-01-20T00:00:00+00:00,Bancor Network,918
2020-01-21T00:00:00+00:00,Bancor Network,948
2020-01-22T00:00:00+00:00,Bancor Network,995
2020-01-23T00:00:00+00:00,Bancor Network,1035
2020-01-24T00:00:00+00:00,Bancor Network,1070
2020-01-25T00:00:00+00:00,Bancor Network,1100
2020-01-26T00:00:00+00:00,Bancor Network,1130
2020-01-27T00:00:00+00:00,Bancor Network,1161
2020-01-28T00:00:00+00:00,Bancor Network,1210
2020-01-29T00:00:00+00:00,Bancor Network,1245
2020-01-30T00:00:00+00:00,Bancor Network,1290
2020-01-31T00:00:00+00:00,Bancor Network,1343
2020-02-01T00:00:00+00:00,Bancor Network,1381
2020-02-02T00:00:00+00:00,Bancor Network,1428
2020-02-03T00:00:00+00:00,Bancor Network,1469
2020-02-04T00:00:00+00:00,Bancor Network,1525
2020-02-05T00:00:00+00:00,Bancor Network,1575
2020-02-06T00:00:00+00:00,Bancor Network,1619
2020-02-07T00:00:00+00:00,Bancor Network,1648
2020-02-08T00:00:00+00:00,Bancor Network,1695
2020-02-09T00:00:00+00:00,Bancor Network,1739
2020-02-10T00:00:00+00:00,Bancor Network,1769
2020-02-11T00:00:00+00:00,Bancor Network,1802
2020-02-12T00:00:00+00:00,Bancor Network,1830
2020-02-13T00:00:00+00:00,Bancor Network,1869
2020-02-14T00:00:00+00:00,Bancor Network,1913
2020-02-15T00:00:00+00:00,Bancor Network,1950
2020-02-16T00:00:00+00:00,Bancor Network,1984
2020-02-17T00:00:00+00:00,Bancor Network,2029
2020-02-18T00:00:00+00:00,Bancor Network,2069
2020-02-19T00:00:00+00:00,Bancor Network,2131
2020-02-20T00:00:00+00:00,Bancor Network,2180
2020-02-21T00:00:00+00:00,Bancor Network,2215
2020-02-22T00:00:00+00:00,Bancor Network,2242
2020-02-23T00:00:00+00:00,Bancor Network,2267
2020-02-24T00:00:00+00:00,Bancor Network,2293
2020-02-25T00:00:00+00:00,Bancor Network,2320
2020-02-26T00:00:00+00:00,Bancor Network,2357
2020-02-27T00:00:00+00:00,Bancor Network,2389
2020-02-28T00:00:00+00:00,Bancor Network,2408
2020-02-29T00:00:00+00:00,Bancor Network,2421
2020-03-01T00:00:00+00:00,Bancor Network,2450
2020-03-02T00:00:00+00:00,Bancor Network,2471
2020-03-03T00:00:00+00:00,Bancor Network,2493
2020-03-04T00:00:00+00:00,Bancor Network,2524
2020-03-05T00:00:00+00:00,Bancor Network,2548
2020-03-06T00:00:00+00:00,Bancor Network,2574
2020-03-07T00:00:00+00:00,Bancor Network,2595
2020-03-08T00:00:00+00:00,Bancor Network,2627
2020-03-09T00:00:00+00:00,Bancor Network,2655
2020-03-10T00:00:00+00:00,Bancor Network,2680
2020-03-11T00:00:00+00:00,Bancor Network,2699
2020-03-12T00:00:00+00:00,Bancor Network,2717
2020-03-13T00:00:00+00:00,Bancor Network,2751
2020-03-14T00:00:00+00:00,Bancor Network,2772
2020-03-15T00:00:00+00:00,Bancor Network,2795
2020-03-16T00:00:00+00:00,Bancor Network,2812
2020-03-17T00:00:00+00:00,Bancor Network,2830
2020-03-18T00:00:00+00:00,Bancor Network,2860
2020-03-19T00:00:00+00:00,Bancor Network,2908
2020-03-20T00:00:00+00:00,Bancor Network,2938
2020-03-21T00:00:00+00:00,Bancor Network,2957
2020-03-22T00:00:00+00:00,Bancor Network,2979
2020-03-23T00:00:00+00:00,Bancor Network,3004
2020-03-24T00:00:00+00:00,Bancor Network,3027
2020-03-25T00:00:00+00:00,Bancor Network,3055
2020-03-26T00:00:00+00:00,Bancor Network,3081
2020-03-27T00:00:00+00:00,Bancor Network,3105
2020-03-28T00:00:00+00:00,Bancor Network,3133
2020-03-29T00:00:00+00:00,Bancor Network,3166
2020-03-30T00:00:00+00:00,Bancor Network,3204
2020-03-31T00:00:00+00:00,Bancor Network,3230
2020-04-01T00:00:00+00:00,Bancor Network,3258
2020-04-02T00:00:00+00:00,Bancor Network,3290
2020-04-03T00:00:00+00:00,Bancor Network,3309
2020-04-04T00:00:00+00:00,Bancor Network,3331
2020-04-05T00:00:00+00:00,Bancor Network,3349
2020-04-06T00:00:00+00:00,Bancor Network,3373
2020-04-07T00:00:00+00:00,Bancor Network,3402
2020-04-08T00:00:00+00:00,Bancor Network,3435
2020-04-09T00:00:00+00:00,Bancor Network,3460
2020-04-10T00:00:00+00:00,Bancor Network,3480
2020-04-11T00:00:00+00:00,Bancor Network,3498
2020-04-12T00:00:00+00:00,Bancor Network,3515
2020-04-13T00:00:00+00:00,Bancor Network,3537
2020-04-14T00:00:00+00:00,Bancor Network,3564
2020-04-15T00:00:00+00:00,Bancor Network,3572
2020-04-16T00:00:00+00:00,Bancor Network,3583
2020-04-17T00:00:00+00:00,Bancor Network,3610
2020-04-18T00:00:00+00:00,Bancor Network,3621
2020-04-19T00:00:00+00:00,Bancor Network,3636
2020-04-20T00:00:00+00:00,Bancor Network,3667
2020-04-21T00:00:00+00:00,Bancor Network,3683
2020-04-22T00:00:00+00:00,Bancor Network,3713
2020-04-23T00:00:00+00:00,Bancor Network,3731
2020-04-24T00:00:00+00:00,Bancor Network,3760
2020-04-25T00:00:00+00:00,Bancor Network,3798
2020-04-26T00:00:00+00:00,Bancor Network,3830
2020-04-27T00:00:00+00:00,Bancor Network,3870
2020-04-28T00:00:00+00:00,Bancor Network,3895
2020-04-29T00:00:00+00:00,Bancor Network,3929
2020-04-30T00:00:00+00:00,Bancor Network,3972
2020-05-01T00:00:00+00:00,Bancor Network,4005
2020-05-02T00:00:00+00:00,Bancor Network,4042
2020-05-03T00:00:00+00:00,Bancor Network,4073
2020-05-04T00:00:00+00:00,Bancor Network,4107
2020-05-05T00:00:00+00:00,Bancor Network,4136
2020-05-06T00:00:00+00:00,Bancor Network,4173
2020-05-07T00:00:00+00:00,Bancor Network,4204
2020-05-08T00:00:00+00:00,Bancor Network,4241
2020-05-09T00:00:00+00:00,Bancor Network,4272
2020-05-10T00:00:00+00:00,Bancor Network,4301
2020-05-11T00:00:00+00:00,Bancor Network,4327
2020-05-12T00:00:00+00:00,Bancor Network,4370
2020-05-13T00:00:00+00:00,Bancor Network,4395
2020-05-14T00:00:00+00:00,Bancor Network,4417
2020-05-15T00:00:00+00:00,Bancor Network,4440
2020-05-16T00:00:00+00:00,Bancor Network,4470
2020-05-17T00:00:00+00:00,Bancor Network,4518
2020-05-18T00:00:00+00:00,Bancor Network,4569
2020-05-19T00:00:00+00:00,Bancor Network,4611
2020-05-20T00:00:00+00:00,Bancor Network,4662
2020-05-21T00:00:00+00:00,Bancor Network,4719
2020-05-22T00:00:00+00:00,Bancor Network,4778
2020-05-23T00:00:00+00:00,Bancor Network,4882
2020-05-24T00:00:00+00:00,Bancor Network,5025
2020-05-25T00:00:00+00:00,Bancor Network,5101
2020-05-26T00:00:00+00:00,Bancor Network,5237
2020-05-27T00:00:00+00:00,Bancor Network,5341
2020-05-28T00:00:00+00:00,Bancor Network,5476
2020-05-29T00:00:00+00:00,Bancor Network,5615
2020-05-30T00:00:00+00:00,Bancor Network,5686
2020-05-31T00:00:00+00:00,Bancor Network,5726
2020-06-01T00:00:00+00:00,Bancor Network,5772
2020-06-02T00:00:00+00:00,Bancor Network,5804
2020-06-03T00:00:00+00:00,Bancor Network,5844
2020-06-04T00:00:00+00:00,Bancor Network,5886
2020-06-05T00:00:00+00:00,Bancor Network,5911
2020-06-06T00:00:00+00:00,Bancor Network,5945
2020-06-07T00:00:00+00:00,Bancor Network,5983
2020-06-08T00:00:00+00:00,Bancor Network,6028
2020-06-09T00:00:00+00:00,Bancor Network,6061
2020-06-10T00:00:00+00:00,Bancor Network,6138
2020-06-11T00:00:00+00:00,Bancor Network,6201
2020-06-12T00:00:00+00:00,Bancor Network,6232
2020-06-13T00:00:00+00:00,Bancor Network,6268
2020-06-14T00:00:00+00:00,Bancor Network,6300
2020-06-15T00:00:00+00:00,Bancor Network,6349
2020-06-16T00:00:00+00:00,Bancor Network,6377
2020-06-17T00:00:00+00:00,Bancor Network,6407
2020-06-18T00:00:00+00:00,Bancor Network,6449
2020-06-19T00:00:00+00:00,Bancor Network,6465
2020-06-20T00:00:00+00:00,Bancor Network,6489
2020-06-21T00:00:00+00:00,Bancor Network,6507
2020-06-22T00:00:00+00:00,Bancor Network,6537
2020-06-23T00:00:00+00:00,Bancor Network,6566
2020-06-24T00:00:00+00:00,Bancor Network,6651
2020-06-25T00:00:00+00:00,Bancor Network,6681
2020-06-26T00:00:00+00:00,Bancor Network,6711
2020-06-27T00:00:00+00:00,Bancor Network,6732
2020-06-28T00:00:00+00:00,Bancor Network,6756
2020-06-29T00:00:00+00:00,Bancor Network,6788
2020-06-30T00:00:00+00:00,Bancor Network,6816
2020-07-01T00:00:00+00:00,Bancor Network,6855
2020-07-02T00:00:00+00:00,Bancor Network,6890
2020-07-03T00:00:00+00:00,Bancor Network,6931
2020-07-04T00:00:00+00:00,Bancor Network,6973
2020-07-05T00:00:00+00:00,Bancor Network,7002
2020-07-06T00:00:00+00:00,Bancor Network,7043
2020-07-07T00:00:00+00:00,Bancor Network,7080
2020-07-08T00:00:00+00:00,Bancor Network,7222
2020-07-09T00:00:00+00:00,Bancor Network,7273
2020-07-10T00:00:00+00:00,Bancor Network,7352
2020-07-11T00:00:00+00:00,Bancor Network,7386
2020-07-12T00:00:00+00:00,Bancor Network,7430
2020-07-13T00:00:00+00:00,Bancor Network,7840
2020-07-14T00:00:00+00:00,Bancor Network,8220
2020-07-15T00:00:00+00:00,Bancor Network,8361
2020-07-16T00:00:00+00:00,Bancor Network,8599
2020-07-17T00:00:00+00:00,Bancor Network,8794
2020-07-18T00:00:00+00:00,Bancor Network,8978
2020-07-19T00:00:00+00:00,Bancor Network,9133
2020-07-20T00:00:00+00:00,Bancor Network,9235
2020-07-21T00:00:00+00:00,Bancor Network,9401
2020-07-22T00:00:00+00:00,Bancor Network,9511
2020-07-23T00:00:00+00:00,Bancor Network,9576
2020-07-24T00:00:00+00:00,Bancor Network,9633
2020-07-25T00:00:00+00:00,Bancor Network,9694
2020-07-26T00:00:00+00:00,Bancor Network,9760
2020-07-27T00:00:00+00:00,Bancor Network,9824
2020-07-28T00:00:00+00:00,Bancor Network,9878
2020-07-29T00:00:00+00:00,Bancor Network,9927
2020-07-30T00:00:00+00:00,Bancor Network,9971
2020-07-31T00:00:00+00:00,Bancor Network,10163
2020-08-01T00:00:00+00:00,Bancor Network,10276
2020-08-02T00:00:00+00:00,Bancor Network,10323
2020-08-03T00:00:00+00:00,Bancor Network,10373
2020-08-04T00:00:00+00:00,Bancor Network,10431
2020-08-05T00:00:00+00:00,Bancor Network,10488
2020-08-06T00:00:00+00:00,Bancor Network,10562
2020-08-07T00:00:00+00:00,Bancor Network,10603
2020-08-08T00:00:00+00:00,Bancor Network,10653
2020-08-09T00:00:00+00:00,Bancor Network,10719
2020-08-10T00:00:00+00:00,Bancor Network,10759
2020-08-11T00:00:00+00:00,Bancor Network,10785
2020-08-12T00:00:00+00:00,Bancor Network,10829
2020-08-13T00:00:00+00:00,Bancor Network,10872
2020-08-14T00:00:00+00:00,Bancor Network,10896
2020-08-15T00:00:00+00:00,Bancor Network,10930
2020-08-16T00:00:00+00:00,Bancor Network,10955
2020-08-17T00:00:00+00:00,Bancor Network,11000
2020-08-18T00:00:00+00:00,Bancor Network,11039
2020-08-19T00:00:00+00:00,Bancor Network,11081
