day,ohmdai_fees,ohmfrax_fees,total_fees,running_total
2021-07-06T00:00:00+00:00,23483.565056485557923190192152101002693693550454714262672800,1904.9086676879921147907716136870027727309136852625,25388.473724173550037980963765788005466424464139976762672800,842759.80467283352190368247388374841318609759407233289200711700
2021-07-05T00:00:00+00:00,15267.402823583472311780206262334655029831048569611282404900,818.38229045039203241628827251380642246000783087600,16085.785114033864344196494534848461452291056400487282404900,817371.33094865997186570151011796040771967312993235612933431700
2021-07-04T00:00:00+00:00,17331.946968074079952337110147245670304786320262214888589950,1229.857364606156743580855593345511602785030476663568,18561.804332680236695917965740591181907571350738878456589950,801285.54583462610752150501558311194626738207353186884692941700
2021-07-03T00:00:00+00:00,9492.2675254177083560288406602269984789894660691015203375400,657.6202353643924874041079829869266344572996345400,10149.8877607821008434329486432139251134467657036415203375400,782723.74150194587082558704984252076435981072279299039033946700
2021-07-02T00:00:00+00:00,25533.921047149564995740935731441021847273867302061539268875,2044.7477782355195772545212914835586781939681156937177518,27578.668825385084572995457022924580525467835417755257020675,772573.85374116376998215410119930683924636395708934887000192700
2021-07-01T00:00:00+00:00,17079.81910656413064592191724084175630011263309413372040375,586.682136389669733915754531326314174066922538442970,17666.50124295380037983767177216807047417955563257669040375,744995.18491577868540915864417638225872089612167159361298125200
2021-06-30T00:00:00+00:00,21953.256403231032136991161694462209662046437205099389429900,,21953.256403231032136991161694462209662046437205099389429900,727328.68367282488502932097240421418824671656603901692257750200
2021-06-29T00:00:00+00:00,10845.67925829648188426216773096071872848560663221415956400,,10845.67925829648188426216773096071872848560663221415956400,705375.42726959385289232981070975197858467012883391753314760200
2021-06-28T00:00:00+00:00,9914.87701877183123289557410531167218491081840996600949000,,9914.87701877183123289557410531167218491081840996600949000,694529.74801129737100806764297879125985618452220170337358360200
2021-06-27T00:00:00+00:00,9849.320754374108216511264879803096031830919881071669903050,,9849.320754374108216511264879803096031830919881071669903050,684614.87099252553977517206887347958767127370379173736409360200
2021-06-26T00:00:00+00:00,9466.07513467528240714894375072810150668920854631271635200,,9466.07513467528240714894375072810150668920854631271635200,674765.55023815143155866080399367649163944278391066569419055200
2021-06-25T00:00:00+00:00,10302.455103622427206721994813960061670623852867740615157700,,10302.455103622427206721994813960061670623852867740615157700,665299.47510347614915151186024294839013275357536435297783855200
2021-06-24T00:00:00+00:00,8477.71962670432601742559008776005339245784876048336017000,,8477.71962670432601742559008776005339245784876048336017000,654997.01999985372194478986542898832846212972249661236268085200
2021-06-23T00:00:00+00:00,12181.64343644307115579761037067494345477886115491332745250,,12181.64343644307115579761037067494345477886115491332745250,646519.30037314939592736427534122827506967187373612900251085200
2021-06-22T00:00:00+00:00,14262.35927468097857165335302778660781058844627053561253950,,14262.35927468097857165335302778660781058844627053561253950,634337.65693670632477156666497055333161489301258121567505835200
2021-06-21T00:00:00+00:00,21710.87986116438841297172852641818273998169535412584896625,,21710.87986116438841297172852641818273998169535412584896625,620075.29766202534619991331194276672380430456631068006251885200
2021-06-20T00:00:00+00:00,14108.2489840369217456570736556355814251177505417629895176000,,14108.2489840369217456570736556355814251177505417629895176000,598364.41780086095778694158341634854106432287095655421355260200
2021-06-19T00:00:00+00:00,11701.17855286009994721736725459263803410496462122059918800,,11701.17855286009994721736725459263803410496462122059918800,584256.16881682403604128450976071295963920512041479122403500200
2021-06-18T00:00:00+00:00,5706.82054618452132010451281826232017962457479132795411750,,5706.82054618452132010451281826232017962457479132795411750,572554.99026396393609406714250612032160510015579357062484700200
2021-06-17T00:00:00+00:00,6651.02564569444990514492627751057869655681500606402985000,,6651.02564569444990514492627751057869655681500606402985000,566848.16971777941477396262968785800142547558100224267072950200
2021-06-16T00:00:00+00:00,4800.8923383380692340141169245770586125901348249894969565650,,4800.8923383380692340141169245770586125901348249894969565650,560197.14407208496486881770341034742272891876599617864087950200
2021-06-15T00:00:00+00:00,7989.30409236284802540149557777564683039620020631410083000,,7989.30409236284802540149557777564683039620020631410083000,555396.25173374689563480358648577036411632863117118914392293700
2021-06-14T00:00:00+00:00,5426.976987640155766453719864816017211806372514975360175625,,5426.976987640155766453719864816017211806372514975360175625,547406.94764138404760940209090799471728593243096487504309293700
2021-06-13T00:00:00+00:00,5742.14946396531307196605179297686822579134896424216594200,,5742.14946396531307196605179297686822579134896424216594200,541979.97065374389184294837104317870007412605844989968291731200
2021-06-12T00:00:00+00:00,3571.69676395087563758652968441834332581228664953413665500,,3571.69676395087563758652968441834332581228664953413665500,536237.82118977857877098231925020183184833470948565751697531200
2021-06-11T00:00:00+00:00,6300.270147130612505310736256977964340598905466975346815125,,6300.270147130612505310736256977964340598905466975346815125,532666.12442582770313339578956578348852252242283612338032031200
2021-06-10T00:00:00+00:00,2995.34012069041479710290738779501356367205956656002566000,,2995.34012069041479710290738779501356367205956656002566000,526365.85427869709062808505330880552418192351736914803350518700
2021-06-09T00:00:00+00:00,2665.7609144144079507827709864830875509559483477833890000,,2665.7609144144079507827709864830875509559483477833890000,523370.51415800667583098214592101051061825145780258800784518700
2021-06-08T00:00:00+00:00,4391.271708028063096021175330801452228434907704469431607325,,4391.271708028063096021175330801452228434907704469431607325,520704.75324359226788019937493452742306729550945480461884518700
2021-06-07T00:00:00+00:00,2055.40717401949552960638252517652654349773264852197463000,,2055.40717401949552960638252517652654349773264852197463000,516313.48153556420478417819960372597083886060175033518723786200
2021-06-06T00:00:00+00:00,3371.05630663523692974206034966401778439359153751265266400,,3371.05630663523692974206034966401778439359153751265266400,514258.07436154470925457181707854944429536286910181321260786200
2021-06-05T00:00:00+00:00,2835.8795236552140933549393711790371578402792923529495728200,,2835.8795236552140933549393711790371578402792923529495728200,510887.01805490947232482975672888542651096927756430055994386200
2021-06-04T00:00:00+00:00,2978.71986886891402161547190302941170363616851183855293050,,2978.71986886891402161547190302941170363616851183855293050,508051.13853125425823147481735770638935312899827194761037104200
2021-06-03T00:00:00+00:00,3747.05259840660610700362537025676880851181668568268263725,,3747.05259840660610700362537025676880851181668568268263725,505072.41866238534420985934545467697764949282976010905744054200
2021-06-02T00:00:00+00:00,2464.66625460516052184914704567803143065000828572012733300,,2464.66625460516052184914704567803143065000828572012733300,501325.36606397873810285572008442020884098101307442637480329200
2021-06-01T00:00:00+00:00,1881.31065517943610457764791946226577991432341477431981816700,,1881.31065517943610457764791946226577991432341477431981816700,498860.69980937357758100657303874217741033100478870624747029200
2021-05-31T00:00:00+00:00,1744.94865520017902935855626914380486599796644376524276075,,1744.94865520017902935855626914380486599796644376524276075,496979.389154194141476428925119279911630416681373931927652125
2021-05-30T00:00:00+00:00,3584.7099746658622060921989070430894604984768358841825750,,3584.7099746658622060921989070430894604984768358841825750,495234.440498993962447070368850136106764418714930166684891375
2021-05-29T00:00:00+00:00,2479.23871004636565607212906834078512700430088901009848025,,2479.23871004636565607212906834078512700430088901009848025,491649.730524328100240978169943093017303920238094282502316375
2021-05-28T00:00:00+00:00,2883.49423915006752508683650844995357713291755367533443700,,2883.49423915006752508683650844995357713291755367533443700,489170.491814281734584906040874752232176915937205272403836125
2021-05-27T00:00:00+00:00,1858.25332328525276031284934449297593071137051216498497725,,1858.25332328525276031284934449297593071137051216498497725,486286.997575131667059819204366302278599783019651597069399125
2021-05-26T00:00:00+00:00,4168.45511198205876952699169403732945564297570779808079000,,4168.45511198205876952699169403732945564297570779808079000,484428.744251846414299506355021809302669071649139432084421875
2021-05-25T00:00:00+00:00,2362.05966735842486693246031849839008206392354901005004475,,2362.05966735842486693246031849839008206392354901005004475,480260.289139864355529979363327771973213428673431634003631875
2021-05-24T00:00:00+00:00,4454.76319331151095441002950948915242202750330386140402550,,4454.76319331151095441002950948915242202750330386140402550,477898.229472505930663046903009273583131364749882623953587125
2021-05-23T00:00:00+00:00,4717.94314845086884132355319298396904524287601434694856750,,4717.94314845086884132355319298396904524287601434694856750,473443.466279194419708636873499784430709337246578762549561625
2021-05-22T00:00:00+00:00,4016.6663071695182669341361915648871235787867858705965400,,4016.6663071695182669341361915648871235787867858705965400,468725.523130743550867313320306800461664094370564415600994125
2021-05-21T00:00:00+00:00,5168.69205468309488802579103287134015015746757928724002000,,5168.69205468309488802579103287134015015746757928724002000,464708.856823574032600379184115235574540515583778545004454125
2021-05-20T00:00:00+00:00,6180.30024970853275961438494549798479085050988659744038000,,6180.30024970853275961438494549798479085050988659744038000,459540.164768890937712353393082364234390358116199257764434125
2021-05-19T00:00:00+00:00,9513.6717827863236617181705094188029847894848317982924400,,9513.6717827863236617181705094188029847894848317982924400,453359.864519182404952739008136866249599507606312660324054125
2021-05-18T00:00:00+00:00,2278.97642029200040985575906177002140729638656542113103700,,2278.97642029200040985575906177002140729638656542113103700,443846.192736396081291020837627447446614718121480862031614125
2021-05-17T00:00:00+00:00,5250.3906534138245916062973189979367777913486566356596350,,5250.3906534138245916062973189979367777913486566356596350,441567.216316104080881165078565677425207421734915440900577125
2021-05-16T00:00:00+00:00,5850.45374311857258236050847351562112404525910195168370025,,5850.45374311857258236050847351562112404525910195168370025,436316.825662690256289558781246679488429630386258805240942125
2021-05-15T00:00:00+00:00,4033.4811912442099933390030704452487994800323153619673875,,4033.4811912442099933390030704452487994800323153619673875,430466.371919571683707198272773163867305585127156853557241875
2021-05-14T00:00:00+00:00,7892.83178558423740024209822110330396611179395475301919400,,7892.83178558423740024209822110330396611179395475301919400,426432.890728327473713859269702718618506105094841491589854375
2021-05-13T00:00:00+00:00,7215.70584794725397358285887505363772195748671423032784500,,7215.70584794725397358285887505363772195748671423032784500,418540.058942743236313617171481615314539993300886738570660375
2021-05-12T00:00:00+00:00,14895.7901317571177744436953054690958004738974297327220425,,14895.7901317571177744436953054690958004738974297327220425,411324.353094795982340034312606561676818035814172508242815375
2021-05-11T00:00:00+00:00,5830.5094642936606847646758399000646955697585168906060700,,5830.5094642936606847646758399000646955697585168906060700,396428.562963038864565590617301092581017561916742775520772875
2021-05-10T00:00:00+00:00,5041.7433956187600534865159800153362796372411553276479550,,5041.7433956187600534865159800153362796372411553276479550,390598.053498745203880825941461192516321992158225884914702875
2021-05-09T00:00:00+00:00,11079.7379416469155966074732243562244929713432369533453600,,11079.7379416469155966074732243562244929713432369533453600,385556.310103126443827339425481177180042354917070557266747875
2021-05-08T00:00:00+00:00,6622.00669396398527348085255331961440278527890632853709200,,6622.00669396398527348085255331961440278527890632853709200,374476.572161479528230731952256820955549383573833603921387875
2021-05-07T00:00:00+00:00,7760.336584870828056524146558373365392927018755855523478000,,7760.336584870828056524146558373365392927018755855523478000,367854.565467515542957251099703501341146598294927275384295875
2021-05-06T00:00:00+00:00,11809.13714725672055705883284172146251315738706020912655650,,11809.13714725672055705883284172146251315738706020912655650,360094.228882644714900726953145127975753671276171419860817875
2021-05-05T00:00:00+00:00,9874.382723560581964170812195265093420550936569841479208575,,9874.382723560581964170812195265093420550936569841479208575,348285.091735387994343668120303406513240513889111210734261375
2021-05-04T00:00:00+00:00,10899.94027734647895221839235291770613622090031325862621450,,10899.94027734647895221839235291770613622090031325862621450,338410.709011827412379497308108141419819962952541369255052800
2021-05-03T00:00:00+00:00,7435.025944732204315682297055040751412547925103133451971300,,7435.025944732204315682297055040751412547925103133451971300,327510.768734480933427278915755223713683742052228110628838300
2021-05-02T00:00:00+00:00,11397.97038027429908724481298058116343258242887591792986700,,11397.97038027429908724481298058116343258242887591792986700,320075.74278974872911159661870018296227119412712497717686700
2021-05-01T00:00:00+00:00,7414.9836970979351089194984164747912674322936633638125,,7414.9836970979351089194984164747912674322936633638125,308677.7724094744300243518057196017988386116982490592470000
2021-04-30T00:00:00+00:00,25738.8015479544278068618954681979041656920684563182500,,25738.8015479544278068618954681979041656920684563182500,301262.7887123764949154323073031270075711794045856954345000
2021-04-29T00:00:00+00:00,22416.11794188410003099937136329070612519023988386768000,,22416.11794188410003099937136329070612519023988386768000,275523.9871644220671085704118349291034054873361293771845000
2021-04-28T00:00:00+00:00,16500.8624662396060511793160732038706076158646333785950,,16500.8624662396060511793160732038706076158646333785950,253107.8692225379670775710404716383972802970962455095045000
2021-04-27T00:00:00+00:00,11915.7925602237947621375142814342398466611839261820000,,11915.7925602237947621375142814342398466611839261820000,236607.0067562983610263917243984345266726812316121309095000
2021-04-26T00:00:00+00:00,21123.44811962644316780112181005635044431742864672453825,,21123.44811962644316780112181005635044431742864672453825,224691.2141960745662642542101170002868260200476859489095000
2021-04-25T00:00:00+00:00,27404.1938288928442052109272228760172179058024142300150,,27404.1938288928442052109272228760172179058024142300150,203567.7660764481230964530883069439363817026190392243712500
2021-04-24T00:00:00+00:00,28396.2314187305452666892748357623132823346958145893600,,28396.2314187305452666892748357623132823346958145893600,176163.5722475552788912421610840679191637968166249943562500
2021-04-23T00:00:00+00:00,34497.9356523349549361157638422657693724870794047993150,,34497.9356523349549361157638422657693724870794047993150,147767.3408288247336245528862483056058814621208104049962500
2021-04-22T00:00:00+00:00,26053.2039499944798187379006971994427078163765123482350,,26053.2039499944798187379006971994427078163765123482350,113269.4051764897786884371224060398365089750414056056812500
2021-04-21T00:00:00+00:00,13567.7093258463812071703585235559055969840570322566725,,13567.7093258463812071703585235559055969840570322566725,87216.2012264952988696992217088403938011586648932574462500
2021-04-20T00:00:00+00:00,7277.0177129227921045893280329861357418171272736296500,,7277.0177129227921045893280329861357418171272736296500,73648.4919006489176625288631852844882041746078610007737500
2021-04-19T00:00:00+00:00,5762.264593674192582160102048490515432735636212921600,,5762.264593674192582160102048490515432735636212921600,66371.4741877261255579395351522983524623574805873711237500
2021-04-18T00:00:00+00:00,7253.12934142866288643632176477344969702040651602768800,,7253.12934142866288643632176477344969702040651602768800,60609.2095940519329757794331038078370296218443744495237500
2021-04-17T00:00:00+00:00,6019.180272111007896048894858467872672481950041920500,,6019.180272111007896048894858467872672481950041920500,53356.0802526232700893431113390343873326014378584218357500
2021-04-16T00:00:00+00:00,4549.530352036064903387245861679863128231492729918750,,4549.530352036064903387245861679863128231492729918750,47336.8999805122621932942164805665146601194878165013357500
2021-04-15T00:00:00+00:00,5340.7316095376084070455361612236734136916353340857100,,5340.7316095376084070455361612236734136916353340857100,42787.3696284761972899069706188866515318879950865825857500
2021-04-14T00:00:00+00:00,5976.390731844059055300969906074245301805167400994300,,5976.390731844059055300969906074245301805167400994300,37446.6380189385888828614344576629781181963597524968757500
2021-04-13T00:00:00+00:00,2615.046491704680931474270812423110587363419039722750,,2615.046491704680931474270812423110587363419039722750,31470.2472870945298275604645515887328163911923515025757500
2021-04-12T00:00:00+00:00,3002.5093085775829856726194990618063770261081378998800,,3002.5093085775829856726194990618063770261081378998800,28855.2007953898488960861937391656222290277733117798257500
2021-04-11T00:00:00+00:00,5555.978354652407072251915338920925582266188497742825,,5555.978354652407072251915338920925582266188497742825,25852.6914868122659104135742401038158520016651738799457500
2021-04-10T00:00:00+00:00,3375.1669898466295563502022586341228575239176427772450,,3375.1669898466295563502022586341228575239176427772450,20296.7131321598588381616589011828902697354766761371207500
2021-04-09T00:00:00+00:00,4096.9371121946670129763690588850283229596101615485500,,4096.9371121946670129763690588850283229596101615485500,16921.5461423132292818114566425487674122115590333598757500
2021-04-08T00:00:00+00:00,4247.2135171550167051735900277118000240203181953265375,,4247.2135171550167051735900277118000240203181953265375,12824.6090301185622688350875836637390892519488718113257500
2021-04-07T00:00:00+00:00,2264.8145228149287661558625250201886677185490667914975,,2264.8145228149287661558625250201886677185490667914975,8577.3955129635455636614975559519390652316306764847882500
2021-04-06T00:00:00+00:00,1282.8923558926265280283383694168995159785195953633875,,1282.8923558926265280283383694168995159785195953633875,6312.5809901486167975056350309317503975130816096932907500
2021-04-05T00:00:00+00:00,1298.1292438771890467959233128842754085584015538656325,,1298.1292438771890467959233128842754085584015538656325,5029.6886342559902694772966615148508815345620143299032500
2021-04-04T00:00:00+00:00,1231.2168030869946783354357426337544612391575664543950,,1231.2168030869946783354357426337544612391575664543950,3731.5593903788012226813733486305754729761604604642707500
2021-04-03T00:00:00+00:00,418.44647219949421557385526181796295054824193440556325,,418.44647219949421557385526181796295054824193440556325,2500.3425872918065443459376059968210117370028940098757500
2021-04-02T00:00:00+00:00,508.558063739617427806878149143556598829877375683375,,508.558063739617427806878149143556598829877375683375,2081.8961150923123287720823441788580611887609596043125000
2021-04-01T00:00:00+00:00,1573.3380513526949009652041950353014623588835839209375,,1573.3380513526949009652041950353014623588835839209375,1573.3380513526949009652041950353014623588835839209375000
2021-03-31T00:00:00+00:00,0.0000000000000000000000000000000000000000000000000,,0.0000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000
2021-03-30T00:00:00+00:00,0.000000000000000000000000000000000000000000000000,,0.000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000
2021-03-29T00:00:00+00:00,0.0000000000000000000000000000000000000000000000000000,,0.0000000000000000000000000000000000000000000000000000,0.0000000000000000000000000000000000000000000000000000
2021-03-28T00:00:00+00:00,0.0000000000000000000000000000000000000000000000000,,0.0000000000000000000000000000000000000000000000000,0.00000000000000000000000000000000000000000000000000
2021-03-27T00:00:00+00:00,0.00000000000000000000000000000000000000000000000000,,0.00000000000000000000000000000000000000000000000000,0.00000000000000000000000000000000000000000000000000
2021-03-26T00:00:00+00:00,0.0000000000000000000000000000000000000000000000000,,0.0000000000000000000000000000000000000000000000000,0.00000000000000000000000000000000000000000000000000
2021-03-25T00:00:00+00:00,0.000000000000000000000000000000000000000000000000,,0.000000000000000000000000000000000000000000000000,0.00000000000000000000000000000000000000000000000000
2021-03-24T00:00:00+00:00,0.0000000000000000000000000000000000000000000000000,,0.0000000000000000000000000000000000000000000000000,0.00000000000000000000000000000000000000000000000000
2021-03-23T00:00:00+00:00,0.00000000000000000000000000000000000000000000000000,,0.00000000000000000000000000000000000000000000000000,0.00000000000000000000000000000000000000000000000000
