day,project,locked_usd_value
2021-05-15T00:00:00+00:00,Compound,15936950527.792824
2021-03-10T00:00:00+00:00,Compound,10244220396.405226
2021-08-15T00:00:00+00:00,Compound,15976471127.637644
2021-06-08T00:00:00+00:00,MakerDAO,6613977942.894234
2021-07-26T00:00:00+00:00,Aave,15807450921.217575
2021-08-11T00:00:00+00:00,Aave,18864777022.63618
2021-07-01T00:00:00+00:00,Aave,12455796721.142357
2021-07-19T00:00:00+00:00,Compound,12448524339.075588
2021-07-02T00:00:00+00:00,MakerDAO,5195658233.352294
2021-03-24T00:00:00+00:00,Compound,11289918350.171465
2021-07-21T00:00:00+00:00,Compound,12715421204.486874
2021-07-18T00:00:00+00:00,Aave,14668095657.260818
2021-08-12T00:00:00+00:00,Aave,18651028437.2036
2021-04-27T00:00:00+00:00,Aave,9261562915.798815
2021-07-23T00:00:00+00:00,MakerDAO,4979450483.40358
2021-05-01T00:00:00+00:00,Compound,14356512661.123264
2021-05-21T00:00:00+00:00,Compound,12136740658.79109
2021-03-19T00:00:00+00:00,MakerDAO,6630656671.823982
2021-04-02T00:00:00+00:00,Compound,12079626108.67867
2021-08-07T00:00:00+00:00,Compound,15402773544.692112
2021-06-27T00:00:00+00:00,MakerDAO,4669499947.331834
2021-04-20T00:00:00+00:00,Aave,6246700041.899962
2021-02-22T00:00:00+00:00,MakerDAO,6378898263.077238
2021-05-20T00:00:00+00:00,MakerDAO,8723277454.744753
2021-03-16T00:00:00+00:00,Aave,5284477275.025434
2021-04-08T00:00:00+00:00,Compound,14049298304.758802
2021-02-19T00:00:00+00:00,MakerDAO,6919279071.797541
2021-07-21T00:00:00+00:00,MakerDAO,4738778995.151047
2021-06-16T00:00:00+00:00,Compound,11317649597.421589
2021-07-24T00:00:00+00:00,Compound,13501352110.365479
2021-04-28T00:00:00+00:00,Aave,10111702389.966496
2021-03-27T00:00:00+00:00,Aave,5506271115.214721
2021-05-04T00:00:00+00:00,Aave,13510502480.224285
2021-08-05T00:00:00+00:00,Compound,14545618142.86733
2021-02-24T00:00:00+00:00,MakerDAO,6128653338.125587
2021-06-16T00:00:00+00:00,MakerDAO,6559275983.4154215
2021-04-01T00:00:00+00:00,MakerDAO,7092534323.290034
2021-04-14T00:00:00+00:00,Aave,6539464583.997026
2021-03-26T00:00:00+00:00,MakerDAO,5638672881.447128
2021-06-21T00:00:00+00:00,Compound,8846808759.638952
2021-06-30T00:00:00+00:00,MakerDAO,5402960732.275213
2021-05-14T00:00:00+00:00,Aave,14824400806.799654
2021-06-24T00:00:00+00:00,MakerDAO,4914471214.616864
2021-05-23T00:00:00+00:00,Compound,10236825799.681128
2021-04-05T00:00:00+00:00,Aave,6394419594.750311
2021-02-28T00:00:00+00:00,Aave,4333530128.396624
2021-04-23T00:00:00+00:00,MakerDAO,7755674056.485603
2021-05-02T00:00:00+00:00,Compound,14387585719.340847
2021-03-18T00:00:00+00:00,MakerDAO,6613461769.071919
2021-06-09T00:00:00+00:00,Compound,11563371210.186825
2021-02-18T00:00:00+00:00,Aave,5304418100.749397
2021-08-03T00:00:00+00:00,Compound,14025791374.129953
2021-03-13T00:00:00+00:00,Aave,5301153776.832295
2021-05-27T00:00:00+00:00,Compound,11686409329.294712
2021-06-14T00:00:00+00:00,MakerDAO,6991389806.317965
2021-03-03T00:00:00+00:00,MakerDAO,6144243514.944391
2021-05-16T00:00:00+00:00,Aave,14661811046.37679
2021-04-17T00:00:00+00:00,Compound,16284926374.31244
2021-02-28T00:00:00+00:00,MakerDAO,5387506151.818829
2021-08-12T00:00:00+00:00,Compound,15750989622.450542
2021-03-05T00:00:00+00:00,MakerDAO,5752425005.377335
2021-03-05T00:00:00+00:00,Aave,4689492547.755125
2021-04-09T00:00:00+00:00,MakerDAO,7229055257.890253
2021-03-01T00:00:00+00:00,Compound,8969295376.375479
2021-08-04T00:00:00+00:00,Aave,16994014777.891893
2021-03-25T00:00:00+00:00,Aave,5200587333.011313
2021-06-04T00:00:00+00:00,MakerDAO,7176431682.570992
2021-07-05T00:00:00+00:00,Aave,12353622954.82231
2021-05-22T00:00:00+00:00,Aave,11436757322.700268
2021-05-21T00:00:00+00:00,MakerDAO,8312972206.116382
2021-06-10T00:00:00+00:00,Compound,11295815937.105307
2021-07-27T00:00:00+00:00,MakerDAO,5376469597.219538
2021-04-24T00:00:00+00:00,Compound,13237568723.013382
2021-05-12T00:00:00+00:00,Compound,16900704078.866179
2021-03-23T00:00:00+00:00,Aave,5335501449.77971
2021-02-20T00:00:00+00:00,Compound,9899495586.616682
2021-06-23T00:00:00+00:00,Compound,9072337397.775331
